0	1	0	0	833
1	1	0	0	951
2	1	0	0	860
3	1	0	0	682
4	1	0	0	916
5	1	0	0	987
6	1	0	0	714
7	1	0	0	429
8	1	0	0	455
9	1	0	0	470
10	1	0	0	1525
11	1	0	0	110
12	1	0	0	728
13	1	0	0	1221
14	1	0	0	1336
15	1	0	0	174
16	1	0	0	1536
17	1	0	0	441
18	1	0	0	52
19	1	0	0	827
20	1	0	0	1131
21	1	0	0	1124
22	1	0	0	572
23	1	0	0	1483
24	1	0	0	18
25	1	0	0	1161
26	1	0	0	809
27	1	0	0	262
28	1	0	0	399
29	1	0	0	1299
30	1	0	0	1205
31	1	0	0	39
32	1	0	0	1384
33	1	0	0	104
34	1	0	0	321
35	1	0	0	1054
36	1	0	0	1181
37	1	0	0	661
38	1	0	0	751
39	1	0	0	1110
40	1	0	0	289
41	1	0	0	492
42	1	0	0	608
43	1	0	0	1268
44	1	0	0	1374
45	1	0	0	385
46	1	0	0	1511
47	1	0	0	710
48	1	0	0	943
49	1	0	0	1453
50	1	0	0	834
51	1	0	0	91
52	1	0	0	333
53	1	0	0	1240
54	1	0	0	748
55	1	0	0	967
56	1	0	0	1324
57	1	0	0	663
58	1	0	0	305
59	1	0	0	288
60	1	0	0	918
61	1	0	0	1350
62	1	0	0	198
63	1	0	0	983
64	1	0	0	1478
65	1	0	0	785
66	1	0	0	149
67	1	0	0	1162
68	1	0	0	293
69	1	0	0	440
70	1	0	0	500
71	1	0	0	536
72	1	0	0	847
73	1	0	0	337
74	1	0	0	1537
75	1	0	0	1060
76	1	0	0	462
77	1	0	0	954
78	1	0	0	904
79	1	0	0	1436
80	1	0	0	1099
81	1	0	0	1180
82	1	0	0	118
83	1	0	0	1239
84	1	0	0	1256
85	1	0	0	1339
86	1	0	0	1185
87	1	0	0	112
88	1	0	0	670
89	1	0	0	255
90	1	0	0	793
91	1	0	0	1426
92	1	0	0	907
93	1	0	0	237
94	1	0	0	969
95	1	0	0	1070
96	1	0	0	1231
97	1	0	0	571
98	1	0	0	851
99	1	0	0	60
100	1	0	0	894
101	1	0	0	381
102	1	0	0	1215
103	1	0	0	432
104	1	0	0	1330
105	1	0	0	1356
106	1	0	0	611
107	1	0	0	747
108	1	0	0	317
109	1	0	0	49
110	1	0	0	1208
111	1	0	0	1531
112	1	0	0	14
113	1	0	0	516
114	1	0	0	1538
115	1	0	0	1202
116	1	0	0	252
117	1	0	0	648
118	1	0	0	240
119	1	0	0	1069
120	1	0	0	1051
121	1	0	0	1067
122	1	0	0	1452
123	1	0	0	1138
124	1	0	0	803
125	1	0	0	1262
126	1	0	0	794
127	1	0	0	1047
128	1	0	0	1404
129	1	0	0	459
130	1	0	0	1094
131	1	0	0	481
132	1	0	0	449
133	1	0	0	1442
134	1	0	0	1530
135	1	0	0	1444
136	1	0	0	774
137	1	0	0	1396
138	1	0	0	528
139	1	0	0	567
140	1	0	0	1344
141	1	0	0	59
142	1	0	0	280
143	1	0	0	1092
144	1	0	0	388
145	1	0	0	1179
146	1	0	0	1501
147	1	0	0	1079
148	1	0	0	815
149	1	0	0	1236
150	1	0	0	479
151	1	0	0	936
152	1	0	0	473
153	1	0	0	1143
154	1	1	1	117
155	1	1	1	975
156	1	1	1	1452
157	1	1	1	1156
158	1	1	1	1449
159	1	1	1	1484
160	1	1	1	730
161	1	1	1	342
162	1	1	1	235
163	1	1	1	864
164	1	1	1	117
165	1	1	1	975
166	1	1	1	1452
167	1	1	1	1156
168	1	1	1	1449
169	1	1	1	1484
170	1	1	1	730
171	1	1	1	342
172	1	1	1	235
173	1	1	1	864
174	1	1	1	117
175	1	1	1	975
176	1	1	1	1452
177	1	1	1	1156
178	1	1	1	1449
179	1	1	1	1484
180	1	1	1	730
181	1	1	1	342
182	1	1	1	235
183	1	1	1	864
184	1	1	1	1030
185	1	1	1	1277
186	1	1	1	728
187	1	1	1	1515
188	1	1	1	1032
189	1	1	1	565
190	1	1	1	525
191	1	1	1	1034
192	1	1	1	213
193	1	1	1	1428
194	1	1	1	1030
195	1	1	1	1277
196	1	1	1	728
197	1	1	1	1515
198	1	1	1	1032
199	1	1	1	565
200	1	1	1	525
201	1	1	1	1034
202	1	1	1	213
203	1	1	1	1428
204	1	1	1	1030
205	1	1	1	1277
206	1	1	1	728
207	1	1	1	1515
208	1	1	1	1032
209	1	1	1	565
210	1	1	1	525
211	1	1	1	1034
212	1	1	1	213
213	1	1	1	1428
214	1	1	1	1030
215	1	1	1	1277
216	1	1	1	728
217	1	1	1	1515
218	1	1	1	1032
219	1	1	1	565
220	1	1	1	525
221	1	1	1	1034
222	1	1	1	213
223	1	1	1	1428
224	2	1	1	30	1030
225	2	1	1	458	1277
226	2	1	1	670	728
227	2	1	1	1422	1515
228	2	1	1	1387	1032
229	2	1	1	1058	565
230	2	1	1	1163	525
231	2	1	1	380	1034
232	2	1	1	971	1428
233	2	1	1	489	213
234	1	1	1	1030
235	1	1	1	1277
236	1	1	1	728
237	1	1	1	1515
238	1	1	1	1032
239	1	1	1	565
240	1	1	1	525
241	1	1	1	1034
242	1	1	1	213
243	1	1	1	1428
244	2	1	1	290	1174
245	2	1	1	912	812
246	2	1	1	299	497
247	2	1	1	593	301
248	2	1	1	1101	1331
249	2	1	1	711	1200
250	2	1	1	488	126
251	2	1	1	1318	152
252	2	1	1	53	69
253	2	1	1	110	815
254	2	1	1	1493	1174
255	2	1	1	1207	812
256	2	1	1	322	497
257	2	1	1	841	301
258	2	1	1	99	1331
259	2	1	1	678	1200
260	2	1	1	978	126
261	2	1	1	496	152
262	2	1	1	1298	69
263	2	1	1	951	815
264	1	1	1	1174
265	1	1	1	812
266	1	1	1	815
267	1	1	1	497
268	1	1	1	301
269	1	1	1	1200
270	1	1	1	126
271	1	1	1	152
272	1	1	1	69
273	1	1	1	1331
274	2	1	1	290	1174
275	2	1	1	912	812
276	2	1	1	299	497
277	2	1	1	593	301
278	2	1	1	1101	1331
279	2	1	1	711	1200
280	2	1	1	488	126
281	2	1	1	1318	152
282	2	1	1	53	69
283	2	1	1	110	815
284	2	1	1	1454	1174
285	2	1	1	1373	812
286	2	1	1	567	815
287	2	1	1	1029	497
288	2	1	1	1222	301
289	2	1	1	331	1331
290	2	1	1	330	1200
291	2	1	1	771	126
292	2	1	1	1152	152
293	2	1	1	740	69
294	2	1	1	1175	1174
295	2	1	1	716	812
296	2	1	1	1079	815
297	2	1	1	46	497
298	2	1	1	961	301
299	2	1	1	223	1331
300	2	1	1	1209	1200
301	2	1	1	672	126
302	2	1	1	298	69
303	2	1	1	212	152
304	2	1	1	1477	1174
305	2	1	1	1272	812
306	2	1	1	528	815
307	2	1	1	1291	497
308	2	1	1	186	301
309	2	1	1	1338	1331
310	2	1	1	256	1200
311	2	1	1	973	152
312	2	1	1	1489	69
313	2	1	1	1520	126
314	2	1	1	5	1174
315	2	1	1	1193	812
316	2	1	1	479	815
317	2	1	1	505	497
318	2	1	1	1341	301
319	2	1	1	802	1331
320	2	1	1	712	1200
321	2	1	1	1475	152
322	2	1	1	338	69
323	2	1	1	778	126
324	2	1	1	1493	1174
325	2	1	1	1207	812
326	2	1	1	322	497
327	2	1	1	841	301
328	2	1	1	99	1331
329	2	1	1	678	1200
330	2	1	1	978	126
331	2	1	1	496	152
332	2	1	1	1298	69
333	2	1	1	951	815
334	1	1	1	1174
335	1	1	1	812
336	1	1	1	815
337	1	1	1	497
338	1	1	1	301
339	1	1	1	1200
340	1	1	1	126
341	1	1	1	152
342	1	1	1	69
343	1	1	1	1331
344	1	1	1	1097
345	1	1	1	1142
346	1	1	1	969
347	1	1	1	244
348	1	1	1	586
349	1	1	1	31
350	1	1	1	974
351	1	1	1	1368
352	1	1	1	1320
353	1	1	1	981
354	1	1	1	1097
355	1	1	1	1142
356	1	1	1	969
357	1	1	1	244
358	1	1	1	586
359	1	1	1	31
360	1	1	1	974
361	1	1	1	1368
362	1	1	1	1320
363	1	1	1	981
364	1	1	1	1097
365	1	1	1	1142
366	1	1	1	969
367	1	1	1	244
368	1	1	1	586
369	1	1	1	31
370	1	1	1	974
371	1	1	1	1368
372	1	1	1	1320
373	1	1	1	981
374	1	1	1	1122
375	1	1	1	1114
376	1	1	1	1069
377	1	1	1	729
378	1	1	1	1533
379	1	1	1	274
380	1	1	1	784
381	1	1	1	523
382	1	1	1	171
383	1	1	1	821
384	1	1	1	1122
385	1	1	1	1114
386	1	1	1	1069
387	1	1	1	729
388	1	1	1	1533
389	1	1	1	274
390	1	1	1	784
391	1	1	1	523
392	1	1	1	171
393	1	1	1	821
394	2	1	1	838	428
395	2	1	1	634	414
396	2	1	1	1051	1444
397	2	1	1	1173	513
398	2	1	1	849	494
399	2	1	1	633	1302
400	2	1	1	190	85
401	2	1	1	654	1026
402	2	1	1	1216	119
403	2	1	1	720	826
404	1	1	1	428
405	1	1	1	414
406	1	1	1	1444
407	1	1	1	513
408	1	1	1	494
409	1	1	1	1302
410	1	1	1	826
411	1	1	1	85
412	1	1	1	1026
413	1	1	1	119
414	1	1	1	35
415	1	1	1	820
416	1	1	1	459
417	1	1	1	964
418	1	1	1	368
419	1	1	1	176
420	1	1	1	1337
